,price_x,type_x,address_x,url,agent_url,number_bedrooms,District Name,Latitude,Longitude,Latitude_a,Longitude_a,county,Postcode_complete,suburb,Cluster Label,address,price_y,type_y,1st Most Common Venue,2nd Most Common Venue,3rd Most Common Venue,4th Most Common Venue,5th Most Common Venue,6th Most Common Venue,7th Most Common Venue,8th Most Common Venue,9th Most Common Venue,10th Most Common Venue,11th Most Common Venue,12th Most Common Venue,13th Most Common Venue,14th Most Common Venue,15th Most Common Venue,16th Most Common Venue,17th Most Common Venue,18th Most Common Venue,19th Most Common Venue,20th Most Common Venue
43,5178,2 bedroom apartment,"Lincoln House, Basil Street, Knightsbridge, London, SW3",http://www.rightmove.co.uk/property-to-rent/property-86993249.html,http://www.rightmove.co.uk/estate-agents/agent/Savills-Lettings/Knightsbridge-25608.html,2.0,Chelsea,51.4893335,-0.1440551,51.4876,-0.1694,,SW3,,1,"Lincoln House, Basil Street, Knightsbridge, London, SW3",5178,2 bedroom apartment,Italian Restaurant,English Restaurant,Bakery,Pub,Japanese Restaurant,Ice Cream Shop,French Restaurant,Burger Joint,Park,Pizza Place,Café,American Restaurant,Cupcake Shop,Garden Center,Supermarket,Shopping Plaza,Gift Shop,Middle Eastern Restaurant,Bookstore,Thai Restaurant
44,1387,Studio flat,"Indescon Square, Canary Wharf, London E14",http://www.rightmove.co.uk/property-to-rent/property-66827595.html,http://www.rightmove.co.uk/estate-agents/agent/Chase-Evans/Pan-Peninsula-76478.html,0.0,Poplar,51.514947,-0.0930461,51.5062,-0.0196,,E14,,1,"Indescon Square, Canary Wharf, London E14",1387,Studio flat,Coffee Shop,Park,Café,Italian Restaurant,Sandwich Place,Burger Joint,Plaza,Gym / Fitness Center,Sushi Restaurant,Bakery,Street Food Gathering,Pizza Place,Shopping Mall,Bookstore,Spanish Restaurant,Smoothie Shop,Spa,Mexican Restaurant,Fish Market,Fried Chicken Joint
45,3467,2 bedroom apartment,"Sheffield Terrace, Kensington, London, W8",http://www.rightmove.co.uk/property-to-rent/property-66827592.html,http://www.rightmove.co.uk/estate-agents/agent/Savills-Lettings/Kensington-49015.html,2.0,Kensington,51.5073219,-0.1276474,51.5048603,-0.1971198,Royal Borough of Kensington and Chelsea,W8 7NB,Notting Hill,19,"Sheffield Terrace, Kensington, London, W8",3467,2 bedroom apartment,Pub,Grocery Store,Bakery,Restaurant,Italian Restaurant,Sushi Restaurant,Hotel,Coffee Shop,Pizza Place,Yoga Studio,Indian Restaurant,Sandwich Place,Thai Restaurant,Park,English Restaurant,Tennis Court,Tea Room,Bookstore,Greek Restaurant,Garden
46,1885,1 bedroom apartment,"Englefield Road, London, N1",http://www.rightmove.co.uk/property-to-rent/property-86941853.html,http://www.rightmove.co.uk/estate-agents/agent/Savills-Lettings/Islington-49012.html,1.0,Head district,51.4893335,-0.1440551,51.5425059,-0.0782128,London Borough of Hackney,N1 4LS,Kingsland,1,"Englefield Road, London, N1",1885,1 bedroom apartment,Pub,Cocktail Bar,Café,Lounge,Restaurant,Plaza,Gastropub,Grocery Store,Ethiopian Restaurant,Coffee Shop,Bookstore,Udon Restaurant,Photography Studio,Salon / Barbershop,Vegetarian / Vegan Restaurant,Caribbean Restaurant,Food & Drink Shop,Garden Center,Italian Restaurant,Fried Chicken Joint
47,13000,4 bedroom apartment,"Brick Street, Mayfair, W1",http://www.rightmove.co.uk/property-to-rent/property-66357987.html,http://www.rightmove.co.uk/estate-agents/agent/Knightsbridge/Estate-Agents-111955.html,4.0,Head district,51.4893335,-0.1440551,51.5053842,-0.1467262,Westminster,W1J 7DH,Mayfair,2,"Brick Street, Mayfair, W1",13000,4 bedroom apartment,Hotel,Cocktail Bar,French Restaurant,Lounge,Restaurant,Seafood Restaurant,Plaza,Tea Room,Pub,Japanese Restaurant,Italian Restaurant,Latin American Restaurant,Park,Modern European Restaurant,Spa,Indian Restaurant,Social Club,Café,American Restaurant,Movie Theater
48,2058,1 bedroom flat,"Drayton Gardens, Chelsea, SW10",http://www.rightmove.co.uk/property-to-rent/property-66827577.html,http://www.rightmove.co.uk/estate-agents/agent/Home-Made/London-156986.html,1.0,West Brompton,51.4893335,-0.1440551,51.4885473,-0.1810679,Royal Borough of Kensington and Chelsea,SW10,Brompton,2,"Drayton Gardens, Chelsea, SW10",2058,1 bedroom flat,Pub,Hotel,Italian Restaurant,French Restaurant,Bakery,Tapas Restaurant,Steakhouse,Gastropub,Burger Joint,Gourmet Shop,Bookstore,Grilled Meat Restaurant,Gym / Fitness Center,Sandwich Place,Sports Bar,Bagel Shop,Pizza Place,Cocktail Bar,Juice Bar,Diner
49,1840,1 bedroom flat,"Hill House, Archway, N19",http://www.rightmove.co.uk/property-to-rent/property-66827574.html,http://www.rightmove.co.uk/estate-agents/agent/Home-Made/London-156986.html,1.0,Upper Holloway,51.4893335,-0.1440551,51.5654371,-0.1349977,London Borough of Islington,N19 5FF,Upper Holloway,15,"Hill House, Archway, N19",1840,1 bedroom flat,Coffee Shop,Grocery Store,Pub,Italian Restaurant,Bar,Pizza Place,Supermarket,Gym / Fitness Center,Middle Eastern Restaurant,Farmers Market,Fast Food Restaurant,Sandwich Place,Vegetarian / Vegan Restaurant,Asian Restaurant,Hotel,Gastropub,Indian Restaurant,Japanese Restaurant,Café,Kebab Restaurant
50,1310,1 bedroom apartment,"Euro House, High Road, Whetstone, London, N20",http://www.rightmove.co.uk/property-to-rent/property-75402067.html,http://www.rightmove.co.uk/estate-agents/agent/Martyn-Gerrard/Whetstone-13108.html,1.0,Whetstone,51.5073219,-0.1276474,51.6333,-0.1833,,N20,,8,"Euro House, High Road, Whetstone, London, N20",1310,1 bedroom apartment,Park,Metro Station,Golf Course,Zoo Exhibit,Fish Market,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Filipino Restaurant,Film Studio,Fish & Chips Shop,Flea Market,Furniture / Home Store,Flower Shop,Food,Food & Drink Shop,Food Court
51,1590,Studio flat,"Hill House, Archway, N19",http://www.rightmove.co.uk/property-to-rent/property-66827571.html,http://www.rightmove.co.uk/estate-agents/agent/Home-Made/London-156986.html,0.0,Upper Holloway,51.4893335,-0.1440551,51.5654371,-0.1349977,London Borough of Islington,N19 5FF,Upper Holloway,15,"Hill House, Archway, N19",1590,Studio flat,Coffee Shop,Grocery Store,Pub,Italian Restaurant,Bar,Pizza Place,Supermarket,Gym / Fitness Center,Middle Eastern Restaurant,Farmers Market,Fast Food Restaurant,Sandwich Place,Vegetarian / Vegan Restaurant,Asian Restaurant,Hotel,Gastropub,Indian Restaurant,Japanese Restaurant,Café,Kebab Restaurant
52,2708,3 bedroom maisonette,"Exmouth Market, London, EC1R",http://www.rightmove.co.uk/property-to-rent/property-66827568.html,http://www.rightmove.co.uk/estate-agents/agent/Savills-Lettings/Clerkenwell-68234.html,3.0,,,,51.5085,-0.1257,,EC1R,,0,"Exmouth Market, London, EC1R",2708,3 bedroom maisonette,Theater,Hotel,Pub,French Restaurant,Pizza Place,Ice Cream Shop,Plaza,Garden,Wine Bar,Steakhouse,Outdoor Sculpture,Arts & Crafts Store,Mexican Restaurant,Cocktail Bar,Coffee Shop,Asian Restaurant,English Restaurant,Art Museum,Restaurant,Sushi Restaurant
53,1450,2 bedroom flat,"Craven Park Road, London",http://www.rightmove.co.uk/property-to-rent/property-66827559.html,http://www.rightmove.co.uk/estate-agents/agent/Hart-and-Co/Harlesden-174722.html,2.0,,,,51.5414671,-0.2584463,London Borough of Brent,NW10 8QN,Willesden,4,"Craven Park Road, London",1450,2 bedroom flat,Bed & Breakfast,Plaza,Chinese Restaurant,Café,Hotel,Grocery Store,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Filipino Restaurant,Film Studio,Fish & Chips Shop,Fish Market,Zoo Exhibit,Factory,Flower Shop,Food,Food & Drink Shop
54,1560,1 bedroom apartment,"Admiralty Avenue, London, E16",http://www.rightmove.co.uk/property-to-rent/property-87204107.html,http://www.rightmove.co.uk/estate-agents/agent/Oryx-Services-UK-Limited/London-214544.html,1.0,Victoria Docks and North Woolwich,37.1289771,-84.0832646,51.4997907,0.0302205,London Borough of Newham,E16 2PL,Silvertown,15,"Admiralty Avenue, London, E16",1560,1 bedroom apartment,Gas Station,Coffee Shop,Park,Light Rail Station,Grocery Store,Zoo Exhibit,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Filipino Restaurant,Film Studio,Fish Market,Exhibit,Flea Market,Flower Shop,Food
55,2200,2 bedroom flat,"Dalling Road, London, W6",http://www.rightmove.co.uk/property-to-rent/property-66827196.html,http://www.rightmove.co.uk/estate-agents/agent/haart/Ealing---Lettings-11443.html,2.0,Hammersmith,51.5073219,-0.1276474,51.4945753,-0.2345812,London Borough of Hammersmith and Fulham,W6 0JF,Brook Green,19,"Dalling Road, London, W6",2200,2 bedroom flat,Pub,Café,Indian Restaurant,Italian Restaurant,Coffee Shop,Hotel,Gastropub,Plaza,Pizza Place,Vietnamese Restaurant,Chinese Restaurant,Japanese Restaurant,Grocery Store,Park,Fast Food Restaurant,Bus Stop,Thai Restaurant,Boarding House,English Restaurant,Gym / Fitness Center
56,2200,3 bedroom flat,"Dalling Road, London, W6",http://www.rightmove.co.uk/property-to-rent/property-66827193.html,http://www.rightmove.co.uk/estate-agents/agent/haart/Ealing---Lettings-11443.html,3.0,Hammersmith,51.5073219,-0.1276474,51.4945753,-0.2345812,London Borough of Hammersmith and Fulham,W6 0JF,Brook Green,19,"Dalling Road, London, W6",2200,3 bedroom flat,Pub,Café,Indian Restaurant,Italian Restaurant,Coffee Shop,Hotel,Gastropub,Plaza,Pizza Place,Vietnamese Restaurant,Chinese Restaurant,Japanese Restaurant,Grocery Store,Park,Fast Food Restaurant,Bus Stop,Thai Restaurant,Boarding House,English Restaurant,Gym / Fitness Center
57,744,1 bedroom house share,"Queens Road, Wimbledon, SW19",http://www.rightmove.co.uk/property-to-rent/property-87204182.html,http://www.rightmove.co.uk/estate-agents/agent/haart/Wimbledon---Lettings-11639.html,1.0,Wimbledon,51.5073219,-0.1276474,51.4217944,-0.2029077,London Borough of Merton,SW19,South Wimbledon,1,"Queens Road, Wimbledon, SW19",744,1 bedroom house share,Pub,Bar,Coffee Shop,Sushi Restaurant,Clothing Store,Supermarket,Grocery Store,Burger Joint,Italian Restaurant,Indian Restaurant,Restaurant,Café,Sandwich Place,Thai Restaurant,Gym / Fitness Center,Gym,Electronics Store,Department Store,English Restaurant,Bookstore
58,1746,3 bedroom terraced house,"West Road, Stratford, Plaistow, West Ham Park, West Ham Park, London, E15 3PX",http://www.rightmove.co.uk/property-to-rent/property-65801370.html,http://www.rightmove.co.uk/estate-agents/agent/Jack-Barclay-Estates/London-213815.html,3.0,Stratford,51.5073219,-0.1276474,51.535445,0.016076,Newham,E15 3PX,West Ham,5,"West Road, Stratford, Plaistow, West Ham Park, West Ham Park, London, E15 3PX",1746,3 bedroom terraced house,Platform,Asian Restaurant,Coffee Shop,Boutique,Rugby Pitch,Café,Bulgarian Restaurant,Park,Metro Station,Fast Food Restaurant,Flea Market,Filipino Restaurant,Farmers Market,Film Studio,Fish & Chips Shop,Fish Market,Farm,Field,Flower Shop,Factory
59,900,Studio flat,"Becmead Avenue, London, SW16",http://www.rightmove.co.uk/property-to-rent/property-87204143.html,http://www.rightmove.co.uk/estate-agents/agent/SW16/Streatham-76165.html,0.0,Streatham,51.5073219,-0.1276474,51.4317762,-0.1330079,London Borough of Lambeth,SW16 1UH,Manor Park,1,"Becmead Avenue, London, SW16",900,Studio flat,Coffee Shop,Pub,Portuguese Restaurant,Grocery Store,Café,Fast Food Restaurant,Pizza Place,Bar,Cosmetics Shop,Pharmacy,Salon / Barbershop,Discount Store,Chinese Restaurant,Bakery,Bus Stop,Burger Joint,Breakfast Spot,Supermarket,Sushi Restaurant,Bookstore
60,1746,3 bedroom detached house,"West road, Stratford, Plaistow, West Ham Park, West Ham Park, London, E15 3PX",http://www.rightmove.co.uk/property-to-rent/property-87204152.html,http://www.rightmove.co.uk/estate-agents/agent/Jack-Barclay-Estates/London-213815.html,3.0,Stratford,51.5073219,-0.1276474,51.535445,0.016076,Newham,E15 3PX,West Ham,5,"West road, Stratford, Plaistow, West Ham Park, West Ham Park, London, E15 3PX",1746,3 bedroom detached house,Platform,Asian Restaurant,Coffee Shop,Boutique,Rugby Pitch,Café,Bulgarian Restaurant,Park,Metro Station,Fast Food Restaurant,Flea Market,Filipino Restaurant,Farmers Market,Film Studio,Fish & Chips Shop,Fish Market,Farm,Field,Flower Shop,Factory
61,883,1 bedroom house share,"Alexandra Road, Wimbledon, SW19",http://www.rightmove.co.uk/property-to-rent/property-87204122.html,http://www.rightmove.co.uk/estate-agents/agent/haart/Wimbledon---Lettings-11639.html,1.0,Wimbledon,51.5073219,-0.1276474,51.4218244,-0.2070245,London Borough of Merton,SW19,Wimbledon Village,1,"Alexandra Road, Wimbledon, SW19",883,1 bedroom house share,Pub,Coffee Shop,Bar,Sushi Restaurant,Clothing Store,Burger Joint,Grocery Store,Sandwich Place,Italian Restaurant,Supermarket,Indian Restaurant,Restaurant,Outdoor Supply Store,Optical Shop,Bookstore,Thai Restaurant,Theater,Electronics Store,Gift Shop,Department Store
62,900,1 bedroom house share,"Woodside, Wimbledon, SW19",http://www.rightmove.co.uk/property-to-rent/property-87204116.html,http://www.rightmove.co.uk/estate-agents/agent/haart/Wimbledon---Lettings-11639.html,1.0,Wimbledon,51.5073219,-0.1276474,51.425096,-0.2053314,London Borough of Merton,SW19 7AH,Wimbledon Village,15,"Woodside, Wimbledon, SW19",900,1 bedroom house share,Coffee Shop,Sushi Restaurant,Pub,Bar,Grocery Store,Supermarket,Clothing Store,Food Truck,Scenic Lookout,Optical Shop,Pharmacy,Steakhouse,Stationery Store,Vietnamese Restaurant,Asian Restaurant,Kids Store,Restaurant,Juice Bar,Argentinian Restaurant,Gift Shop
63,3900,3 bedroom apartment,"Neroli House, 14 Piazza Walk, London, E1",http://www.rightmove.co.uk/property-to-rent/property-66826986.html,http://www.rightmove.co.uk/estate-agents/agent/Winkworth/Shoreditch-56712.html,3.0,Eastern Head district,51.4893335,-0.1440551,51.513,-0.0618,,E1,,2,"Neroli House, 14 Piazza Walk, London, E1",3900,3 bedroom apartment,Grocery Store,Coffee Shop,Hotel,Indian Restaurant,Pizza Place,Sandwich Place,Café,Steakhouse,North Indian Restaurant,Gym / Fitness Center,Middle Eastern Restaurant,Boxing Gym,Music Venue,Fried Chicken Joint,Bus Stop,Flower Shop,Camera Store,Bakery,Fast Food Restaurant,Convenience Store
64,4250,5 bedroom semi-detached house,"Gilpin Avenue, London, SW14",http://www.rightmove.co.uk/property-to-rent/property-87204056.html,http://www.rightmove.co.uk/estate-agents/agent/Chestertons-Estate-Agents/Sheen-Lettings-69659.html,5.0,Mortlake,51.5073219,-0.1276474,51.4648683,-0.2605841,London Borough of Richmond upon Thames,SW14 8QX,East Sheen,15,"Gilpin Avenue, London, SW14",4250,5 bedroom semi-detached house,Coffee Shop,Pizza Place,Pub,Italian Restaurant,Indian Restaurant,Bus Stop,Gym,Beer Store,Stationery Store,Creperie,Diner,Flea Market,Farm,Farmers Market,Fast Food Restaurant,Department Store,Field,Filipino Restaurant,Film Studio,Fish & Chips Shop
65,3600,4 bedroom flat,"Munster Road, Fulham, London, SW6",http://www.rightmove.co.uk/property-to-rent/property-87204050.html,http://www.rightmove.co.uk/estate-agents/agent/Chestertons-Estate-Agents/Fulham-Road-Lettings-44645.html,4.0,Fulham,51.5073219,-0.1276474,51.4734066,-0.2050369,London Borough of Hammersmith and Fulham,SW6 4EW,Parson's Green,1,"Munster Road, Fulham, London, SW6",3600,4 bedroom flat,Café,Italian Restaurant,Bakery,Pub,Coffee Shop,Juice Bar,Spa,French Restaurant,Thai Restaurant,Grocery Store,Pizza Place,Park,Yoga Studio,Indian Restaurant,Fish & Chips Shop,Cycle Studio,Farmers Market,Mediterranean Restaurant,Fast Food Restaurant,Gym / Fitness Center
66,1387,1 bedroom apartment,"Plymouth Wharf, Docklands, London E14",http://www.rightmove.co.uk/property-to-rent/property-87204047.html,http://www.rightmove.co.uk/estate-agents/agent/Chase-Evans/Docklands-49922.html,1.0,Poplar,51.514947,-0.0930461,51.5062,-0.0196,,E14,,1,"Plymouth Wharf, Docklands, London E14",1387,1 bedroom apartment,Coffee Shop,Park,Café,Italian Restaurant,Sandwich Place,Burger Joint,Plaza,Gym / Fitness Center,Sushi Restaurant,Bakery,Street Food Gathering,Pizza Place,Shopping Mall,Bookstore,Spanish Restaurant,Smoothie Shop,Spa,Mexican Restaurant,Fish Market,Fried Chicken Joint
67,1625,1 bedroom flat,"Aberdare Gardens, South Hampstead, London, NW6",http://www.rightmove.co.uk/property-to-rent/property-87204044.html,http://www.rightmove.co.uk/estate-agents/agent/Chestertons-Estate-Agents/Hampstead-Lettings-51295.html,1.0,Kilburn,41.332052,19.8048247,51.542094,-0.1850113,London Borough of Camden,NW6 3PX,South Hampstead,5,"Aberdare Gardens, South Hampstead, London, NW6",1625,1 bedroom flat,Café,Italian Restaurant,Malay Restaurant,Gym,Wine Bar,Grocery Store,Sushi Restaurant,Bakery,Farmers Market,Fish Market,Field,Farm,Filipino Restaurant,Film Studio,Fish & Chips Shop,Falafel Restaurant,Fast Food Restaurant,Flower Shop,Flea Market,Fabric Shop
68,1800,3 bedroom flat,"St. Julians Farm Road, West Norwood",http://www.rightmove.co.uk/property-to-rent/property-66826887.html,http://www.rightmove.co.uk/estate-agents/agent/Jacksons-Estate-Agents/Streatham-52415.html,3.0,,,,51.4293881,-0.1090982,London Borough of Lambeth,SE27 0JJ,West Norwood,19,"St. Julians Farm Road, West Norwood",1800,3 bedroom flat,Recreation Center,Food & Drink Shop,Italian Restaurant,Train Station,Thrift / Vintage Store,Bus Station,Pub,Platform,Filipino Restaurant,Field,Fast Food Restaurant,Falafel Restaurant,Farmers Market,Farm,Factory,Fabric Shop,Film Studio,Fish Market,Fish & Chips Shop,Event Space
69,1950,2 bedroom flat,"Brayburne Avenue, Clapham",http://www.rightmove.co.uk/property-to-rent/property-66826881.html,http://www.rightmove.co.uk/estate-agents/agent/Jacksons-Estate-Agents/Clapham-99865.html,2.0,,,,51.469639,-0.1389126,London Borough of Lambeth,SW4 6AB,Clapham Park,9,"Brayburne Avenue, Clapham",1950,2 bedroom flat,Pub,Restaurant,Grocery Store,Gym / Fitness Center,Park,Bar,Furniture / Home Store,Deli / Bodega,Dessert Shop,Fish Market,Farm,Farmers Market,Fast Food Restaurant,Dance Studio,Field,Czech Restaurant,Filipino Restaurant,Film Studio,Fish & Chips Shop,Flea Market
70,2999,3 bedroom house,"Coachmaker Mews, London",http://www.rightmove.co.uk/property-to-rent/property-66826872.html,http://www.rightmove.co.uk/estate-agents/agent/Fletchers/Chiswick---Lettings-84866.html,3.0,,,,29.5351322,-95.1675329,Harris County,77546,,6,"Coachmaker Mews, London",2999,3 bedroom house,Mexican Restaurant,Park,Tennis Court,Playground,Zoo Exhibit,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Filipino Restaurant,Film Studio,Fish Market,Exhibit,Flea Market,Flower Shop,Food,Food & Drink Shop
